,temperature,humidity,winp,weather,shebei2_huilu1,shebei3_huilu1,shebei4_huilu1,shebei1_huilu2,shebei3_huilu1,shebei4_huilu1,shebei5_huilu1,shebei5_huilu2
0,15,100,2,0,1,1,1,1,1,1,1,1
1,15,100,3,0,1,1,1,1,1,1,1,1
2,15,100,3,0,1,1,1,1,1,1,1,1
3,15,100,4,0,1,1,1,1,1,1,1,1
4,15,100,2,0,1,1,1,1,1,1,1,1
5,15,100,3,1,1,1,1,1,1,1,1,1
6,15,100,3,0,1,1,1,1,1,1,1,1
7,14,100,2,0,1,1,1,1,1,1,1,1
8,15,100,2,0,1,1,1,1,1,1,1,1
9,14,100,2,0,1,1,1,1,1,1,1,1
10,14,100,2,0,1,1,1,1,1,1,1,1
11,14,100,2,0,1,1,1,1,1,1,1,1
12,14,100,1,0,1,1,1,1,1,1,1,1
13,14,100,0,1,1,0,1,1,0,1,1,1
14,14,100,2,1,0,0,0,0,0,0,0,0
15,14,100,2,1,0,0,0,0,0,0,0,0
16,14,100,0,1,0,0,0,0,0,0,0,0
17,15,100,0,1,0,0,0,0,0,0,0,0
18,15,100,0,1,0,0,0,0,0,0,0,0
19,16,100,1,1,0,0,0,0,0,0,0,0
20,16,95,0,1,0,0,0,0,0,0,0,0
21,17,92,2,1,0,0,0,0,0,0,0,0
22,18,84,1,1,0,0,0,0,0,0,0,0
23,17,88,0,1,0,0,0,0,0,0,0,0
24,17,88,0,1,0,0,0,0,0,0,0,0
25,17,91,2,1,0,0,0,0,0,0,0,0
26,17,94,2,1,0,0,0,0,0,0,0,0
27,17,93,2,1,0,0,0,0,0,0,0,0
28,17,90,2,1,0,0,0,0,0,0,0,0
29,18,84,1,1,0,0,0,0,0,0,0,0
30,19,78,0,1,0,0,0,0,0,0,0,0
31,18,84,0,1,0,0,0,0,0,0,0,0
32,18,87,2,1,0,0,0,0,0,0,0,0
33,18,88,2,1,0,0,0,0,0,0,0,0
34,17,87,2,1,0,0,0,0,0,0,0,0
35,17,89,2,1,0,0,0,0,0,0,0,0
36,17,91,2,1,0,0,0,0,0,0,0,0
37,16,92,3,1,0,0,0,0,0,0,0,0
38,16,93,2,1,1,1,1,1,1,1,1,1
39,16,97,3,1,1,1,1,1,1,1,1,1
40,15,100,2,0,1,1,1,1,1,1,1,1
41,15,100,2,0,1,1,1,1,1,1,1,1
42,15,100,1,0,1,1,1,0,1,1,1,1
43,15,100,1,0,1,1,1,0,1,1,1,1
44,15,100,0,0,1,1,1,1,1,1,1,1
45,15,100,0,1,1,1,1,1,1,1,1,1
46,15,100,0,0,1,1,1,1,1,1,1,1
47,15,100,2,1,1,1,1,1,1,1,1,1
48,15,100,2,1,1,1,1,1,1,1,1,1
49,15,100,0,1,1,1,1,1,1,1,1,1
50,15,100,0,0,1,1,1,1,1,1,1,1
51,15,100,1,0,1,1,1,1,1,1,1,1
52,15,100,1,1,1,1,1,1,1,1,1,1
53,15,100,1,1,1,1,1,1,1,1,1,1
54,15,100,0,1,1,1,1,1,1,1,1,1
55,15,100,0,1,1,1,1,1,1,1,1,1
56,15,100,0,1,1,1,1,1,1,1,1,1
57,15,100,0,1,1,1,1,1,1,1,1,1
58,15,100,2,1,1,1,1,1,1,1,1,1
59,15,100,2,0,1,1,1,1,1,1,1,1
60,15,100,2,2,1,1,1,1,1,1,1,1
61,15,100,1,1,0,0,0,0,0,0,0,0
62,15,100,1,0,0,0,0,0,0,0,0,0
63,15,100,2,0,0,0,0,0,0,0,0,0
64,15,100,2,0,0,0,0,0,0,0,0,0
65,15,100,2,0,0,0,0,0,0,0,0,0
66,15,100,1,2,0,0,0,0,0,0,0,0
67,16,100,0,0,0,0,0,0,0,0,0,0
68,16,100,0,1,0,0,0,0,0,0,0,0
69,16,100,0,1,0,0,0,0,0,0,0,0
70,16,100,0,0,0,0,0,0,0,0,0,0
71,17,100,0,0,0,0,0,0,0,0,0,0
72,17,100,0,1,0,0,0,0,0,0,0,0
73,17,100,0,1,0,0,0,0,0,0,0,0
74,17,100,0,1,0,0,0,0,0,0,0,0
75,17,100,0,0,0,0,0,0,0,0,0,0
76,17,100,0,1,0,0,0,0,0,0,0,0
77,17,100,0,0,0,0,0,0,0,0,0,0
78,17,100,0,0,0,0,0,0,0,0,0,0
79,17,100,0,0,0,0,0,0,0,0,0,0
80,17,100,0,1,0,0,0,0,0,0,0,0
81,17,100,2,0,0,0,0,0,0,0,0,0
82,17,100,0,0,0,0,0,0,0,0,0,0
83,17,100,0,2,0,0,0,0,0,0,0,0
84,17,100,1,2,0,0,0,0,0,0,0,0
85,17,100,2,0,1,1,1,1,1,1,1,1
86,17,100,2,2,1,1,1,1,1,1,1,1
87,17,100,2,0,1,1,1,1,1,1,1,1
88,17,100,0,0,1,1,1,1,1,1,1,1
89,17,100,1,0,1,1,1,1,1,1,1,1
90,17,100,2,2,1,1,1,1,1,1,1,1
91,18,100,2,2,1,1,1,1,1,1,1,1
92,18,100,2,2,1,1,1,1,1,1,1,1
93,18,100,2,2,1,1,1,1,1,1,1,1
94,18,100,0,2,1,1,1,1,1,1,1,1
95,18,100,0,3,1,1,1,1,1,1,1,1
96,18,100,0,3,1,1,1,1,1,1,1,1
97,18,100,1,0,1,1,1,1,1,1,1,1
98,19,100,2,0,1,1,1,1,1,1,1,1
99,19,100,2,3,1,1,1,1,1,1,1,1
100,19,100,1,3,1,1,1,1,1,1,1,1
101,19,100,2,2,1,1,1,1,1,1,1,1
102,19,100,2,2,1,1,1,1,1,1,1,1
103,19,100,2,3,1,1,1,1,1,1,1,1
104,19,100,2,2,1,1,1,1,1,1,1,1
105,19,100,2,1,1,1,1,1,1,1,1,1
106,19,100,2,1,1,1,1,1,1,1,1,1
107,19,100,1,2,1,1,1,1,1,1,1,1
108,19,100,1,2,0,0,0,0,0,0,0,0
109,19,100,2,2,0,0,0,0,0,0,0,0
110,20,100,2,1,0,0,0,0,0,0,0,0
111,20,100,2,1,0,0,0,0,0,0,0,0
112,20,100,2,1,0,0,0,0,0,0,0,0
113,21,100,0,1,0,0,0,0,0,0,0,0
114,21,100,0,1,0,0,0,0,0,0,0,0
115,22,100,1,1,0,0,0,0,0,0,0,0
116,23,100,2,1,0,0,0,0,0,0,0,0
117,23,99,2,1,0,0,0,0,0,0,0,0
118,23,95,0,1,0,0,0,0,0,0,0,0
119,24,95,0,1,0,0,0,0,0,0,0,0
120,24,93,0,1,0,0,0,0,0,0,0,0
121,24,95,2,1,0,0,0,0,0,0,0,0
122,24,98,0,1,0,0,0,0,0,0,0,0
123,23,99,2,0,0,0,0,0,0,0,0,0
124,24,98,0,0,0,0,0,0,0,0,0,0
125,24,97,0,1,0,0,0,0,0,0,0,0
126,23,98,2,0,0,0,0,0,0,0,0,0
127,20,100,4,0,0,0,0,0,0,0,0,0
128,19,100,3,0,0,0,0,0,0,0,0,0
129,19,100,3,0,0,0,0,0,0,0,0,0
130,18,100,3,0,1,1,1,0,1,1,0,0
131,18,100,3,0,1,1,1,0,1,1,1,1
132,18,100,4,0,1,1,1,0,1,1,1,1
133,16,100,4,0,1,1,1,0,1,1,1,1
134,16,100,1,0,1,1,1,0,1,1,1,1
135,16,100,2,0,1,1,1,0,1,1,1,1
136,16,100,3,0,1,1,1,0,1,1,1,1
137,16,100,2,0,1,1,1,0,1,1,1,1
138,16,100,1,0,1,1,1,0,1,1,1,1
139,16,100,2,1,1,1,1,1,1,1,1,1
140,16,100,2,1,1,1,1,1,1,1,1,1
141,16,100,2,1,1,1,1,1,1,1,1,1
142,16,100,2,1,1,1,1,1,1,1,1,1
143,16,100,3,1,1,1,1,1,1,1,1,1
144,16,100,2,1,1,1,1,1,1,1,1,1
145,16,100,1,1,1,1,1,1,1,1,1,1
146,16,100,2,1,1,1,1,1,1,1,1,1
147,16,100,1,1,1,0,1,1,0,1,1,1
148,16,100,0,0,1,0,1,1,0,1,1,1
149,16,100,1,0,1,1,1,1,1,1,1,1
150,16,100,0,0,1,1,1,1,1,1,1,1
151,16,100,1,0,1,1,1,1,1,1,1,1
152,16,100,2,1,1,1,1,1,1,1,1,1
153,16,100,0,1,1,1,1,1,1,1,1,1
154,16,100,0,0,1,1,1,1,1,1,1,1
155,16,100,1,0,0,0,0,0,0,0,0,0
156,16,100,2,1,0,0,0,0,0,0,0,0
157,16,100,2,0,0,0,0,0,0,0,0,0
158,16,100,2,1,0,0,0,0,0,0,0,0
159,16,100,1,0,0,0,0,0,0,0,0,0
160,17,100,0,1,0,0,0,0,0,0,0,0
161,17,100,0,1,0,0,0,0,0,0,0,0
162,17,100,0,1,0,0,0,0,0,0,0,0
163,17,100,1,0,0,0,0,0,0,0,0,0
164,17,100,2,0,0,0,0,0,0,0,0,0
165,17,100,2,0,0,0,0,0,0,0,0,0
166,17,100,2,1,0,0,0,0,0,0,0,0
167,17,100,2,0,0,0,0,0,0,0,0,0
168,18,100,2,0,0,0,0,0,0,0,0,0
169,18,99,2,0,0,0,0,0,0,0,0,0
170,18,98,2,0,0,0,0,0,0,0,0,0
171,18,100,1,0,0,0,0,0,0,0,0,0
172,18,99,1,0,0,0,0,0,0,0,0,0
173,18,100,2,1,0,0,0,0,0,0,0,0
174,17,100,1,1,0,0,0,0,0,0,0,0
175,17,100,0,0,0,0,0,0,0,0,0,0
176,17,100,2,0,0,0,0,0,0,0,0,0
177,17,100,2,0,1,1,1,1,1,1,0,0
178,16,100,3,1,1,1,1,1,1,1,1,1
179,16,100,2,1,1,1,1,1,1,1,1,1
180,16,100,2,1,1,1,1,1,1,1,1,1
181,16,100,1,0,1,1,1,1,1,1,1,1
182,16,100,2,1,1,1,1,1,1,1,1,1
183,16,100,2,1,1,1,1,1,1,1,1,1
184,16,100,2,1,1,1,1,1,1,1,1,1
185,16,100,1,0,1,1,1,1,1,1,1,1
186,16,100,0,0,1,1,1,1,1,1,1,1
187,16,100,0,0,1,1,1,1,1,1,1,1
188,16,100,0,0,1,1,1,1,1,1,1,1
189,16,100,0,0,1,1,1,1,1,1,1,1
190,16,100,0,1,1,1,1,1,1,1,1,1
191,16,100,0,1,1,1,1,1,1,1,1,1
192,16,100,0,1,1,1,1,1,1,1,1,1
193,16,100,0,1,1,1,1,1,1,1,1,1
194,16,100,0,1,1,1,1,1,1,1,1,1
195,16,100,1,1,1,1,1,1,1,1,1,1
196,16,100,0,3,1,1,1,1,1,1,1,1
197,16,100,0,3,1,1,1,1,1,1,1,1
198,16,100,1,1,1,1,1,1,1,1,1,1
199,16,99,0,1,1,1,1,0,1,1,1,1
200,16,99,0,1,0,0,0,0,0,0,0,0
201,16,97,0,1,0,0,0,0,0,0,0,0
202,17,96,1,1,0,0,0,0,0,0,0,0
203,18,94,1,1,0,0,0,0,0,0,0,0
204,18,89,1,1,0,0,0,0,0,0,0,0
205,18,87,0,1,0,0,0,0,0,0,0,0
206,19,80,0,1,0,0,0,0,0,0,0,0
207,20,82,1,1,0,0,0,0,0,0,0,0
208,21,71,0,1,0,0,0,0,0,0,0,0
209,22,70,1,1,0,0,0,0,0,0,0,0
210,22,75,1,1,0,0,0,0,0,0,0,0
211,22,65,1,1,0,0,0,0,0,0,0,0
212,24,64,1,1,0,0,0,0,0,0,0,0
213,24,60,1,1,0,0,0,0,0,0,0,0
214,25,60,0,1,0,0,0,0,0,0,0,0
215,25,59,1,1,0,0,0,0,0,0,0,0
216,26,56,0,1,0,0,0,0,0,0,0,0
217,26,56,1,1,0,0,0,0,0,0,0,0
218,26,60,1,1,0,0,0,0,0,0,0,0
219,26,59,1,1,0,0,0,0,0,0,0,0
220,25,60,1,1,0,0,0,0,0,0,0,0
221,25,64,1,1,0,0,0,0,0,0,0,0
222,25,63,0,1,0,0,0,0,0,0,0,0
223,23,70,0,1,0,0,0,0,0,0,0,0
224,22,73,1,1,1,1,1,1,1,1,1,1
225,22,75,0,1,1,1,1,1,1,1,1,1
226,22,76,1,3,1,1,1,1,1,1,1,1
227,22,76,0,3,1,1,1,1,1,1,1,1
228,22,85,0,3,1,1,1,1,1,1,1,1
229,21,87,0,3,1,1,1,1,1,1,1,1
230,21,90,0,3,1,1,1,1,1,1,1,1
231,20,93,0,3,1,1,1,1,1,1,1,1
232,20,94,1,3,1,1,1,1,1,1,1,1
233,20,97,1,3,1,1,1,1,1,1,1,1
234,20,95,0,3,1,1,1,1,1,1,1,1
235,21,93,1,3,1,1,1,1,1,1,1,1
236,20,96,0,3,1,1,1,1,1,1,1,1
237,20,100,1,3,1,1,1,1,1,1,1,1
238,19,100,0,3,1,1,1,1,1,1,1,1
239,20,98,0,3,1,1,1,1,1,1,1,1
240,20,97,0,3,1,1,1,1,1,1,1,1
241,20,99,1,3,1,1,1,1,1,1,1,1
242,20,100,0,3,1,1,1,1,1,1,1,1
243,20,100,0,3,1,1,1,1,1,1,1,1
244,19,100,0,3,1,1,1,1,1,1,1,1
245,19,100,0,3,1,1,1,1,1,1,1,1
246,19,100,0,3,0,0,0,0,0,0,0,0
247,19,100,1,3,0,0,0,0,0,0,0,0
248,19,100,0,3,0,0,0,0,0,0,0,0
249,20,100,0,3,0,0,0,0,0,0,0,0
250,21,97,1,3,0,0,0,0,0,0,0,0
251,23,89,0,3,0,0,0,0,0,0,0,0
252,25,76,0,3,0,0,0,0,0,0,0,0
253,25,72,2,3,0,0,0,0,0,0,0,0
254,26,70,2,3,0,0,0,0,0,0,0,0
255,26,71,3,1,0,0,0,0,0,0,0,0
256,26,70,2,1,0,0,0,0,0,0,0,0
257,26,74,2,3,0,0,0,0,0,0,0,0
258,27,72,2,3,0,0,0,0,0,0,0,0
259,27,77,2,3,0,0,0,0,0,0,0,0
260,27,77,2,3,0,0,0,0,0,0,0,0
261,28,71,2,3,0,0,0,0,0,0,0,0
262,27,77,1,3,0,0,0,0,0,0,0,0
263,26,79,2,3,0,0,0,0,0,0,0,0
264,26,83,2,3,0,0,0,0,0,0,0,0
265,27,75,2,3,0,0,0,0,0,0,0,0
266,27,77,1,3,0,0,0,0,0,0,0,0
267,27,79,0,3,0,0,0,0,0,0,0,0
268,27,78,1,3,0,0,0,0,0,0,0,0
269,27,83,2,3,0,0,0,0,0,0,0,0
270,25,89,2,3,0,0,0,0,0,0,0,0
271,25,92,2,3,1,1,1,1,1,1,1,1
272,24,94,2,3,1,1,1,1,1,1,1,1
273,24,95,2,3,1,1,1,1,1,1,1,1
274,24,96,2,3,1,1,1,1,1,1,1,1
275,23,98,2,3,1,1,1,1,1,1,1,1
276,23,99,3,3,1,1,1,1,1,1,1,1
277,23,100,3,3,1,1,1,1,1,1,1,1
278,23,100,2,3,1,1,1,1,1,1,1,1
279,23,100,0,3,1,1,1,1,1,1,1,1
280,22,100,2,3,1,1,1,1,1,1,1,1
281,22,100,1,3,1,1,1,1,1,1,1,1
282,22,100,0,3,1,1,1,1,1,1,1,1
283,22,100,0,3,1,1,1,1,1,1,1,1
284,22,100,0,3,1,1,1,1,1,1,1,1
285,22,100,0,3,1,1,1,1,1,1,1,1
286,22,100,0,3,1,1,1,1,1,1,1,1
287,23,100,0,2,1,1,1,1,1,1,1,1
288,21,97,3,4,1,1,1,1,1,1,1,1
289,22,100,0,3,1,1,1,1,1,1,1,1
290,22,100,2,3,1,1,1,1,1,1,1,1
291,22,100,2,1,1,1,1,1,1,1,1,1
292,21,100,2,2,1,1,1,1,1,1,0,0
293,21,100,2,1,0,0,0,0,0,0,0,0
294,22,100,1,1,0,0,0,0,0,0,0,0
295,22,100,2,1,0,0,0,0,0,0,0,0
296,22,100,2,1,0,0,0,0,0,0,0,0
297,23,99,2,1,0,0,0,0,0,0,0,0
298,24,92,1,1,0,0,0,0,0,0,0,0
299,25,89,2,1,0,0,0,0,0,0,0,0
300,26,88,2,1,0,0,0,0,0,0,0,0
301,27,82,1,3,0,0,0,0,0,0,0,0
302,29,78,2,3,0,0,0,0,0,0,0,0
303,30,71,2,3,0,0,0,0,0,0,0,0
304,29,75,1,3,0,0,0,0,0,0,0,0
305,30,68,2,3,0,0,0,0,0,0,0,0
306,30,64,2,3,0,0,0,0,0,0,0,0
307,29,67,1,3,0,0,0,0,0,0,0,0
308,29,67,1,3,0,0,0,0,0,0,0,0
309,30,67,2,3,0,0,0,0,0,0,0,0
310,30,64,2,3,0,0,0,0,0,0,0,0
311,30,67,2,3,0,0,0,0,0,0,0,0
312,29,71,2,3,0,0,0,0,0,0,0,0
313,30,70,2,3,0,0,0,0,0,0,0,0
314,29,70,3,3,0,0,0,0,0,0,0,0
315,28,76,3,3,0,0,0,0,0,0,0,0
316,27,82,3,3,0,0,0,0,0,0,0,0
317,26,87,3,3,1,1,1,1,1,1,1,1
318,26,92,3,3,1,1,1,1,1,1,1,1
319,25,95,3,3,1,1,1,1,1,1,1,1
320,25,95,3,3,1,1,1,1,1,1,1,1
321,24,97,3,3,1,1,1,1,1,1,1,1
322,24,99,4,3,1,1,1,1,1,1,1,1
323,24,100,3,3,1,1,1,1,1,1,1,1
324,24,100,3,3,1,1,1,1,1,1,1,1
325,23,100,2,3,1,1,1,1,1,1,1,1
326,23,100,3,3,1,1,1,1,1,1,1,1
327,23,100,3,3,1,1,1,1,1,1,1,1
328,23,100,2,3,1,1,1,1,1,1,1,1
329,23,100,2,3,1,1,1,1,1,1,1,1
330,23,100,2,3,1,1,1,1,1,1,1,1
331,23,100,2,3,1,1,1,1,1,1,1,1
332,22,100,0,3,1,1,1,1,1,1,1,1
333,23,100,2,3,1,1,1,1,1,1,1,1
334,22,100,0,3,1,1,1,1,1,1,1,1
335,22,100,0,3,1,1,1,1,1,1,1,1
336,22,100,2,3,1,1,1,1,1,1,1,1
337,22,100,3,3,1,1,1,1,1,1,1,1
338,22,100,2,1,1,1,1,1,1,1,1,1
339,22,100,3,1,0,1,0,0,1,0,0,0
340,22,100,3,1,0,0,0,0,0,0,0,0
341,22,100,2,1,0,0,0,0,0,0,0,0
342,22,100,2,1,0,0,0,0,0,0,0,0
343,23,100,2,1,0,0,0,0,0,0,0,0
344,25,89,3,1,0,0,0,0,0,0,0,0
345,26,87,2,1,0,0,0,0,0,0,0,0
346,27,82,2,1,0,0,0,0,0,0,0,0
347,27,80,2,1,0,0,0,0,0,0,0,0
348,26,82,2,3,0,0,0,0,0,0,0,0
349,26,84,0,3,0,0,0,0,0,0,0,0
350,28,76,3,3,0,0,0,0,0,0,0,0
351,28,67,4,3,0,0,0,0,0,0,0,0
352,28,71,3,3,0,0,0,0,0,0,0,0
353,29,68,3,3,0,0,0,0,0,0,0,0
354,29,69,4,3,0,0,0,0,0,0,0,0
355,29,68,3,3,0,0,0,0,0,0,0,0
356,29,68,3,3,0,0,0,0,0,0,0,0
357,29,75,4,3,0,0,0,0,0,0,0,0
358,29,71,3,3,0,0,0,0,0,0,0,0
359,28,79,4,3,0,0,0,0,0,0,0,0
360,27,84,4,3,0,0,0,0,0,0,0,0
361,27,85,3,3,0,0,0,0,0,0,0,0
362,26,89,4,3,0,0,0,0,0,0,0,0
363,26,90,4,3,0,0,0,0,0,0,0,0
364,26,92,4,3,1,1,1,1,1,1,1,1
365,25,93,3,3,1,1,1,1,1,1,1,1
366,25,95,3,4,1,1,1,1,1,1,1,1
367,24,97,3,4,1,1,1,1,1,1,1,1
368,24,98,4,4,1,1,1,1,1,1,1,1
369,24,99,4,4,1,1,1,1,1,1,1,1
370,24,100,4,4,1,1,1,1,1,1,1,1
371,24,100,3,4,1,1,1,1,1,1,1,1
372,23,100,2,3,1,1,1,1,1,1,1,1
373,23,100,2,3,1,1,1,1,1,1,1,1
374,23,100,2,3,1,1,1,1,1,1,1,1
375,23,100,0,3,1,1,1,1,1,1,1,1
376,23,100,2,3,1,1,1,1,1,1,1,1
377,24,100,2,3,1,1,1,1,1,1,1,1
378,23,100,3,3,1,1,1,1,1,1,1,1
379,23,100,3,3,1,1,1,1,1,1,1,1
380,23,100,2,3,1,1,1,1,1,1,1,1
381,23,100,2,3,1,1,1,1,1,1,1,1
382,23,100,3,3,1,1,1,1,1,1,1,1
383,23,100,2,3,1,1,1,1,1,1,1,1
384,23,100,2,3,1,1,1,1,1,1,1,1
385,22,100,1,3,1,1,1,1,1,1,1,1
386,22,100,2,3,0,0,0,0,0,0,0,0
387,22,100,2,3,0,0,0,0,0,0,0,0
388,23,100,2,3,0,0,0,0,0,0,0,0
389,23,100,2,3,0,0,0,0,0,0,0,0
390,24,100,2,3,0,0,0,0,0,0,0,0
391,24,98,2,3,0,0,0,0,0,0,0,0
392,26,86,2,3,0,0,0,0,0,0,0,0
393,27,82,2,3,0,0,0,0,0,0,0,0
394,29,76,2,3,0,0,0,0,0,0,0,0
395,27,81,2,3,0,0,0,0,0,0,0,0
396,28,80,2,3,0,0,0,0,0,0,0,0
397,28,78,2,3,0,0,0,0,0,0,0,0
398,29,75,2,3,0,0,0,0,0,0,0,0
399,29,74,3,3,0,0,0,0,0,0,0,0
400,29,74,3,3,0,0,0,0,0,0,0,0
401,29,73,3,3,0,0,0,0,0,0,0,0
402,31,68,2,3,0,0,0,0,0,0,0,0
403,31,66,3,3,0,0,0,0,0,0,0,0
404,31,69,2,3,0,0,0,0,0,0,0,0
405,30,72,2,3,0,0,0,0,0,0,0,0
406,31,71,2,3,0,0,0,0,0,0,0,0
407,31,72,2,3,0,0,0,0,0,0,0,0
408,29,79,3,3,0,0,0,0,0,0,0,0
409,29,81,3,3,0,0,0,0,0,0,0,0
410,28,83,3,3,0,0,0,0,0,0,0,0
411,27,87,3,3,1,1,1,1,1,1,1,1
412,27,91,3,3,1,1,1,1,1,1,1,1
413,26,91,3,4,1,1,1,1,1,1,1,1
414,26,93,3,4,1,1,1,1,1,1,1,1
415,25,95,3,4,1,1,1,1,1,1,1,1
416,25,96,3,4,1,1,1,1,1,1,1,1
417,25,97,3,4,1,1,1,1,1,1,1,1
418,24,98,3,4,1,1,1,1,1,1,1,1
419,24,99,3,3,1,1,1,1,1,1,1,1
420,23,100,3,3,1,1,1,1,1,1,1,1
421,24,100,3,3,1,1,1,1,1,1,1,1
422,23,100,0,3,1,1,1,1,1,1,1,1
423,24,100,2,3,1,1,1,1,1,1,1,1
424,24,100,2,3,1,1,1,1,1,1,1,1
425,24,100,2,3,1,1,1,1,1,1,1,1
426,24,100,3,3,1,1,1,1,1,1,1,1
427,24,100,2,3,1,1,1,1,1,1,1,1
428,24,100,2,3,1,1,1,1,1,1,1,1
429,24,100,2,3,1,1,1,1,1,1,1,1
430,24,100,2,3,1,1,1,1,1,1,1,1
431,24,100,2,3,1,1,1,1,1,1,1,1
432,23,100,2,3,1,1,1,1,1,1,1,1
433,24,100,2,3,0,1,0,0,1,0,0,0
434,23,100,1,3,0,0,0,0,0,0,0,0
435,24,100,2,3,0,0,0,0,0,0,0,0
436,25,100,1,3,0,0,0,0,0,0,0,0
437,27,92,2,3,0,0,0,0,0,0,0,0
438,28,86,2,3,0,0,0,0,0,0,0,0
439,29,80,2,3,0,0,0,0,0,0,0,0
440,30,77,1,3,0,0,0,0,0,0,0,0
441,31,67,2,4,0,0,0,0,0,0,0,0
442,31,66,1,4,0,0,0,0,0,0,0,0
443,32,66,3,3,0,0,0,0,0,0,0,0
444,31,62,3,3,0,0,0,0,0,0,0,0
445,31,66,3,3,0,0,0,0,0,0,0,0
446,32,65,3,3,0,0,0,0,0,0,0,0
447,32,60,3,3,0,0,0,0,0,0,0,0
448,32,63,2,3,0,0,0,0,0,0,0,0
449,31,67,2,3,0,0,0,0,0,0,0,0
450,31,68,1,3,0,0,0,0,0,0,0,0
451,31,62,4,3,0,0,0,0,0,0,0,0
452,31,62,4,3,0,0,0,0,0,0,0,0
453,30,64,3,3,0,0,0,0,0,0,0,0
454,30,68,3,3,0,0,0,0,0,0,0,0
455,29,71,3,3,0,0,0,0,0,0,0,0
456,29,75,3,3,0,0,0,0,0,0,0,0
457,28,78,4,3,1,1,1,1,1,1,1,1
458,27,82,3,3,1,1,1,1,1,1,1,1
459,27,84,3,4,1,1,1,1,1,1,1,1
460,26,86,4,4,1,1,1,1,1,1,1,1
461,26,89,4,4,1,1,1,1,1,1,1,1
462,26,91,4,4,1,1,1,1,1,1,1,1
463,25,93,3,4,1,1,1,1,1,1,1,1
464,25,96,3,4,1,1,1,1,1,1,1,1
465,25,98,3,3,1,1,1,1,1,1,1,1
466,24,99,2,3,1,1,1,1,1,1,1,1
467,24,100,3,3,1,1,1,1,1,1,1,1
468,24,100,3,3,1,1,1,1,1,1,1,1
469,24,100,2,3,1,1,1,1,1,1,1,1
470,23,100,3,3,1,1,1,1,1,1,1,1
471,23,100,3,3,1,1,1,1,1,1,1,1
472,24,100,3,3,1,1,1,1,1,1,1,1
473,24,100,2,3,1,1,1,1,1,1,1,1
474,23,100,2,3,1,1,1,1,1,1,1,1
475,23,100,3,3,1,1,1,1,1,1,1,1
476,23,100,2,3,1,1,1,1,1,1,1,1
477,23,100,2,3,1,1,1,1,1,1,1,1
478,23,100,2,3,0,0,0,0,0,0,0,0
479,24,100,2,3,0,0,0,0,0,0,0,0
480,24,100,2,3,0,0,0,0,0,0,0,0
481,24,100,2,3,0,0,0,0,0,0,0,0
482,24,100,2,3,0,0,0,0,0,0,0,0
483,24,100,2,3,0,0,0,0,0,0,0,0
484,25,100,2,3,0,0,0,0,0,0,0,0
485,25,100,3,3,0,0,0,0,0,0,0,0
486,25,100,2,3,0,0,0,0,0,0,0,0
487,25,100,3,3,0,0,0,0,0,0,0,0
488,24,98,3,1,0,0,0,0,0,0,0,0
489,23,96,2,1,0,0,0,0,0,0,0,0
490,24,89,3,1,0,0,0,0,0,0,0,0
491,23,92,3,1,0,0,0,0,0,0,0,0
492,23,92,3,1,0,0,0,0,0,0,0,0
493,24,88,3,1,0,0,0,0,0,0,0,0
494,22,88,4,1,0,0,0,0,0,0,0,0
495,23,85,3,1,0,0,0,0,0,0,0,0
496,24,80,2,1,0,0,0,0,0,0,0,0
497,25,77,3,1,0,0,0,0,0,0,0,0
498,23,82,3,1,0,0,0,0,0,0,0,0
499,22,86,3,1,0,0,0,0,0,0,0,0
500,21,87,3,1,0,0,0,0,0,0,0,0
501,21,87,3,1,0,0,0,0,0,0,0,0
502,20,89,4,1,0,0,0,0,0,0,0,0
503,20,90,3,1,0,0,0,0,0,0,0,0
504,20,90,3,1,1,1,1,1,1,1,1,1
505,20,90,3,1,1,1,1,1,1,1,1,1
506,20,89,4,1,1,1,1,1,1,1,1,1
507,20,89,4,1,1,1,1,1,1,1,1,1
508,19,89,3,1,1,1,1,1,1,1,1,1
509,19,88,3,1,1,1,1,1,1,1,1,1
510,19,87,2,1,1,1,1,1,1,1,1,1
511,19,87,3,1,1,1,1,1,1,1,1,1
512,19,85,3,0,1,1,1,1,1,1,1,1
513,19,86,3,0,1,1,1,1,1,1,1,1
514,19,86,4,0,1,1,1,1,1,1,1,1
515,19,87,2,0,1,1,1,1,1,1,1,1
516,19,87,2,0,1,1,1,1,1,1,1,1
517,19,86,1,0,1,1,1,1,1,1,1,1
518,18,99,2,0,1,1,1,1,1,1,1,1
519,18,100,2,0,1,1,1,1,1,1,1,1
520,18,100,2,0,1,1,1,1,1,1,1,1
521,18,100,2,0,1,1,1,1,1,1,1,1
522,18,100,2,0,1,1,1,1,1,1,1,1
523,18,100,2,1,1,1,1,1,1,1,1,1
524,17,100,2,1,1,1,1,1,1,1,1,1
525,17,100,2,1,1,1,1,1,1,1,1,1
526,17,100,2,1,0,0,0,0,0,0,0,0
527,17,100,2,1,0,0,0,0,0,0,0,0
528,18,100,2,1,0,0,0,0,0,0,0,0
529,18,98,0,1,0,0,0,0,0,0,0,0
530,18,96,0,1,0,0,0,0,0,0,0,0
531,19,93,1,1,0,0,0,0,0,0,0,0
532,19,95,2,1,0,0,0,0,0,0,0,0
533,20,92,3,1,0,0,0,0,0,0,0,0
